developer,year,Cantidad,% free to play
cococucumber,2015.0,1,0.00 %
coconut games,2017.0,1,0.00 %
coconut island studio,2017.0,1,0.00 %
"coconut island studio,elecrystal music",2017.0,1,0.00 %
coconut shavers,2017.0,1,100.00 %
coconut tree studio,2017.0,2,0.00 %
codalyn,2017.0,1,0.00 %
code avarice,2016.0,1,0.00 %
code club ab,2015.0,1,0.00 %
code force,2014.0,1,0.00 %
code horizon,2017.0,2,0.00 %
code mystics,2016.0,1,0.00 %
codebrush games,2014.0,1,100.00 %
codebullet,2017.0,1,0.00 %
codemanu,2017.0,2,50.00 %
codeglue,2016.0,1,0.00 %
codemasters,2014.0,2,0.00 %
codemasters,2015.0,1,0.00 %
codemasters,2017.0,5,0.00 %
codemasters action studio,2011.0,1,0.00 %
codemasters birmingham,2011.0,1,0.00 %
codemasters birmingham,2012.0,12,0.00 %
codemasters birmingham,2013.0,3,0.00 %
codemasters digital,2014.0,1,0.00 %
"codemasters racing,feral interactive (mac)",2013.0,13,0.00 %
"codemasters racing,feral interactive (mac),feral interactive (linux)",2014.0,13,0.00 %
"codemasters racing,feral interactive (mac),feral interactive (linux)",2017.0,1,0.00 %
codemasters studios,2009.0,1,0.00 %
"codemasters,feral interactive (linux)",2015.0,1,0.00 %
"codemasters,feral interactive (mac)",2016.0,1,0.00 %
codename entertainment inc.,2015.0,1,100.00 %
codename entertainment inc.,2016.0,3,0.00 %
codename entertainment inc.,2017.0,11,9.09 %
codespace,2016.0,1,0.00 %
codevictus inc.,2017.0,1,0.00 %
codex worlds,2016.0,2,0.00 %
codex7,2017.0,3,0.00 %
code}{atch,2015.0,1,0.00 %
codrer,2017.0,1,0.00 %
coffee addict studio,2016.0,1,0.00 %
coffee powered machine,2016.0,4,0.00 %
coffee stain studios,2011.0,3,0.00 %
coffee stain studios,2012.0,2,0.00 %
coffee stain studios,2013.0,7,0.00 %
coffee stain studios,2014.0,4,0.00 %
coffee stain studios,2016.0,1,0.00 %
cogent education,2017.0,3,0.00 %
cogg games ltd,2017.0,1,0.00 %
coilworks,2014.0,3,0.00 %
"coilworks,double eleven",2017.0,1,0.00 %
coin operated games,2017.0,1,0.00 %
cold beam games,2010.0,2,0.00 %
cold beam games,2011.0,1,0.00 %
cold beam games,2014.0,1,0.00 %
cold tea studio,2016.0,2,50.00 %
coldrice games llc,2015.0,1,0.00 %
"coldwild games,vladimir slav,elena nazarenko",2017.0,2,0.00 %
coldwood interactive,2007.0,1,0.00 %
cole kitroser,2017.0,1,100.00 %
"cole neumann,albin bernhardsson",2015.0,1,0.00 %
colepowered games,2015.0,1,0.00 %
colibri games,2011.0,1,0.00 %
colin eump,2017.0,1,0.00 %
colin jones &amp; the potassium frog,2016.0,4,25.00 %
colin northway with art by thomas shahan,2013.0,1,0.00 %
"colin sanders,jason rt bond",2015.0,1,0.00 %
colin stoddart,2017.0,1,0.00 %
"colin wren,sean scaplehorn,wayne jackson,jason mallett",2017.0,1,0.00 %
collector_collector,2017.0,1,0.00 %
"collin, kaleb, &amp; jeya",2016.0,1,0.00 %
colloseusx,2016.0,4,25.00 %
colloseusx,2017.0,10,0.00 %
"colloseusx,cpmilan",2016.0,1,0.00 %
colludium ltd,2015.0,2,0.00 %
colonthree enterprises,2014.0,1,0.00 %
color brush studio,2016.0,1,0.00 %
colorful games,2017.0,1,0.00 %
colorspace studio,2017.0,2,0.00 %
colossal games,2014.0,2,0.00 %
colossal order ltd.,2011.0,7,0.00 %
colossal order ltd.,2012.0,6,0.00 %
colossal order ltd.,2013.0,9,0.00 %
colossal order ltd.,2014.0,6,0.00 %
colossal order ltd.,2015.0,2,0.00 %
colossal order ltd.,2016.0,3,33.33 %
colossal order ltd.,2017.0,6,33.33 %
colossal wreck,2016.0,1,0.00 %
colossal wreck,2017.0,2,0.00 %
coltgames,2017.0,1,0.00 %
combo breaker,2017.0,1,0.00 %
"comcept,inti creates",2016.0,3,0.00 %
comipo! llp,2014.0,6,0.00 %
comipo! llp,2015.0,1,0.00 %
comipo! llp,2016.0,2,0.00 %
comixplay,2016.0,2,50.00 %
comongames,2016.0,2,50.00 %
completely fair games llc,2017.0,1,0.00 %
compot,2017.0,1,0.00 %
compulsion games,2013.0,1,0.00 %
compulsion games,2016.0,1,0.00 %
computerhouse,1999.0,1,0.00 %
comrades inc.,2016.0,1,0.00 %
con artist games,2017.0,1,0.00 %
conatus creative inc.,2017.0,1,0.00 %
"concave studio,colorful media,emagica",2014.0,1,0.00 %
concernedape,2016.0,2,0.00 %
concrete games,2016.0,1,0.00 %
concrete games,2017.0,2,0.00 %
condition one,2014.0,1,0.00 %
conflux games,2015.0,2,0.00 %
confused genius,2015.0,2,50.00 %
confused pelican,2014.0,1,0.00 %
confused pelican,2017.0,1,0.00 %
connor o.r.t. linning,2017.0,2,50.00 %
connor ullmann,2015.0,1,0.00 %
"conor strejcek,daniel davies",2015.0,1,0.00 %
conrad nelson,2014.0,1,0.00 %
consala games,2017.0,1,100.00 %
considerable content,2016.0,1,0.00 %
contec games,2017.0,1,0.00 %
contours,2016.0,1,0.00 %
convex,2016.0,1,0.00 %
convoy games,2015.0,1,0.00 %
"convoy games,antinomia",2016.0,1,0.00 %
cool breeze games,2017.0,1,0.00 %
cool frogs studio,2016.0,1,0.00 %
cool hand games,2017.0,1,0.00 %
cool mini or not,2016.0,5,0.00 %
coolgamez,2017.0,1,0.00 %
coolegion,2016.0,1,0.00 %
coolegion studios,2016.0,1,0.00 %
coolhand interactive,1998.0,1,0.00 %
cooply solutions,2015.0,1,0.00 %
cooply solutions,2016.0,1,0.00 %
copenhagen game collective,2011.0,1,0.00 %
copperpick studio,2018.0,1,0.00 %
copybugpaste,2014.0,1,0.00 %
corbie games,2015.0,1,0.00 %
corbie games,2016.0,1,0.00 %
corbie games,2017.0,1,0.00 %
core design,2012.0,6,0.00 %
coredumping,2015.0,1,0.00 %
coreplay,2010.0,1,0.00 %
coreplay gmbh,2012.0,6,0.00 %
coreplay gmbh,2013.0,1,0.00 %
"coreplay gmbh,bigmoon studios",2012.0,1,0.00 %
corey hardman,2016.0,1,0.00 %
corey wurts,2017.0,1,0.00 %
corn entertainment,2017.0,1,0.00 %
cornbread juice games,2015.0,1,0.00 %
cornered rat software,2001.0,3,0.00 %
cornfox &amp; bros.,2015.0,1,0.00 %
cornutopia software,2017.0,1,0.00 %
coronado games,2016.0,1,0.00 %
corpix games,2017.0,1,0.00 %
corradi games,2017.0,2,0.00 %
correcture games ab,2017.0,1,0.00 %
corroding games,2017.0,1,0.00 %
corrosive studios llc,2015.0,4,0.00 %
corrosive studios llc,2016.0,6,0.00 %
corrosive studios llc,2017.0,8,0.00 %
corwin peters,2017.0,1,0.00 %
"corypheesoft,digitalez",2014.0,1,0.00 %
"corypheesoft,digitalez",2015.0,2,0.00 %
cosmi,2015.0,1,0.00 %
cosmic cow llc,2014.0,1,100.00 %
"cosmic engineers,alan hazelden,benjamin davis,tyu",2017.0,1,0.00 %
cosmic logic,2015.0,2,0.00 %
cosmic ray studio,2017.0,1,0.00 %
cosmigo software development,2017.0,1,0.00 %
cosmo d,2015.0,1,100.00 %
cosmo d,2017.0,2,0.00 %
"cosmo d,archie pelago",2015.0,1,0.00 %
"cosmo machia,alfa system",2017.0,3,0.00 %
cosy goat,2017.0,1,0.00 %
cottongame,2016.0,1,0.00 %
coty getzelman,2015.0,1,0.00 %
coty getzelman,2017.0,1,100.00 %
countercurrent games,2015.0,1,0.00 %
counterplay games inc.,2016.0,1,100.00 %
coven games,2017.0,1,0.00 %
cowardly creations,2014.0,1,0.00 %
cowardly creations,2015.0,2,0.00 %
cowboy color,2015.0,1,0.00 %
cowboy color,2016.0,2,0.00 %
crabway,2016.0,1,0.00 %
crabby team,2017.0,3,0.00 %
crabellum games,2017.0,1,0.00 %
crackerjack games,2016.0,1,0.00 %
crackpot entertainment,2008.0,1,0.00 %
crackshell,2013.0,1,0.00 %
cradle games,2017.0,1,0.00 %
craftsmangames,2017.0,1,0.00 %
craftven,2017.0,1,0.00 %
crafty studios,2013.0,1,0.00 %
crafty studios,2014.0,3,0.00 %
crafty studios,2015.0,1,0.00 %
crafty studios,2016.0,1,0.00 %
crafty studios,2017.0,2,0.00 %
craig barnes,2017.0,2,0.00 %
craig daversa,2017.0,1,0.00 %
craig gibbs,2015.0,1,0.00 %
cranberry production,2011.0,2,0.00 %
cranberry production,2014.0,1,0.00 %
craneballs,2017.0,2,0.00 %
crank goblin,2015.0,1,0.00 %
crankage games,2017.0,1,0.00 %
crankies smartworks,2017.0,7,14.29 %
crankshaft games,2012.0,2,0.00 %
cranktrain,2015.0,2,0.00 %
crash wave games inc.,2017.0,1,0.00 %
crashable studios,2015.0,3,0.00 %
crasleen games,2017.0,1,0.00 %
crate entertainment,2016.0,3,0.00 %
crate entertainment,2017.0,1,0.00 %
crayder studios,2017.0,2,0.00 %
crayon ponyfish,2017.0,1,0.00 %
"crayon ponyfish, llc",2017.0,1,0.00 %
craze creative studios,2015.0,2,0.00 %
crazy goat games,2014.0,1,0.00 %
crazy monkey studios,2015.0,1,0.00 %
crazy moo games,2014.0,2,0.00 %
crazy viking studios,2013.0,1,0.00 %
crazyant,2017.0,1,0.00 %
crazysoft limited,2015.0,1,0.00 %
crazysoft limited,2016.0,5,0.00 %
crazysoft ltd,2016.0,1,0.00 %
crespirit,2016.0,2,0.00 %
"crespirit,gemayue",2016.0,2,50.00 %
"crespirit,gemayue",2017.0,1,0.00 %
creability,2014.0,1,100.00 %
creability,2017.0,3,33.33 %
creaky lantern games,2013.0,1,100.00 %
creaky lantern games,2017.0,1,0.00 %
creat studio,2003.0,1,0.00 %
creat studios inc,2011.0,1,0.00 %
create something interesting,2017.0,1,0.00 %
createlab,2016.0,1,0.00 %
creatio 49,2015.0,1,0.00 %
creativ game developer llc,2017.0,1,0.00 %
creative assembly,2000.0,1,0.00 %
creative assembly,2002.0,1,0.00 %
creative assembly,2013.0,5,0.00 %
creative assembly,2014.0,7,0.00 %
creative assembly,2015.0,7,0.00 %
creative assembly,2016.0,5,20.00 %
creative assembly,2017.0,2,50.00 %
"creative assembly, pc port - hardlight",2012.0,1,0.00 %
"creative assembly,feral interactive (linux),feral interactive (mac)",2016.0,6,66.67 %
"creative assembly,feral interactive (mac),feral interactive (linux)",2014.0,6,0.00 %
"creative assembly,feral interactive (mac),feral interactive (linux)",2015.0,4,0.00 %
creative bytes studios,2017.0,1,0.00 %
creative concepts,2017.0,1,0.00 %
creative freaks inc.,2016.0,2,0.00 %
creative pudding hungary llc.,2017.0,1,0.00 %
creative rail,2015.0,1,0.00 %
creative storm entertainment,2016.0,1,0.00 %
creative storm entertainment,2017.0,1,0.00 %
creativeforge games,2014.0,1,0.00 %
creativeforge games,2015.0,2,0.00 %
creativeforge games,2016.0,1,0.00 %
creativeforge games,2017.0,1,100.00 %
crecatsoft,2016.0,1,0.00 %
credici,2017.0,1,0.00 %
creepy cute,2015.0,1,0.00 %
crema,2017.0,3,0.00 %
crematorium of time,2016.0,1,100.00 %
crenetic gmbh studios,2014.0,1,0.00 %
crenetic gmbh studios,2016.0,1,0.00 %
crenetic gmbh studios,2017.0,2,0.00 %
creobit,2015.0,5,0.00 %
creobit,2016.0,14,7.14 %
creobit,2017.0,3,33.33 %
creoteam,2008.0,1,0.00 %
creoteam,2015.0,2,0.00 %
crepe studios,2017.0,1,0.00 %
crescent moon games,2013.0,1,0.00 %
"crescent moon games,cinopt studios",2015.0,1,0.00 %
"crescent moon games,we're five games,blowfish studios",2017.0,1,0.00 %
crian soft,2015.0,2,0.00 %
crian soft,2016.0,1,0.00 %
crian soft s.a.,2017.0,3,0.00 %
crimson night,2015.0,1,0.00 %
crimson owl studios,2015.0,1,0.00 %
crimsonrabbit,2016.0,1,0.00 %
criogames,2016.0,2,0.00 %
crioland,2009.0,1,0.00 %
crisp app studio,2017.0,3,0.00 %
crispon games,2015.0,1,0.00 %
crispy software development,2013.0,1,0.00 %
criss cross games,2016.0,1,0.00 %
criterion games,2009.0,1,0.00 %
criterion games,2010.0,1,0.00 %
"criterion games,throwback entertainment inc.",1999.0,1,0.00 %
critical bit,2015.0,1,0.00 %
critical games,2015.0,3,0.00 %
critical games,2016.0,1,0.00 %
critical studio,2013.0,1,100.00 %
crocodile entertainment,2013.0,1,0.00 %
crohack,2016.0,1,0.00 %
cross eaglet,2014.0,1,0.00 %
croteam,2001.0,1,0.00 %
croteam,2002.0,1,0.00 %
croteam,2005.0,1,0.00 %
croteam,2009.0,1,0.00 %
croteam,2010.0,2,0.00 %
croteam,2012.0,2,0.00 %
croteam,2014.0,5,20.00 %
croteam,2015.0,2,0.00 %
"croteam,alligator pit",2014.0,1,0.00 %
crouching fox,2016.0,1,0.00 %
"crow's key studios, llc",2017.0,1,0.00 %
crow's perch,2017.0,2,0.00 %
crowbar collective,2015.0,1,0.00 %
crowbox,2016.0,1,0.00 %
crowdwork studios,2017.0,1,0.00 %
crowned daemon studios,2016.0,2,0.00 %
crows crows crows,2015.0,1,100.00 %
cruderocks,2016.0,1,100.00 %
crunching koalas,2014.0,1,0.00 %
crunchy games,2016.0,1,100.00 %
crusty squirrel,2016.0,1,0.00 %
crynosaurs,2017.0,1,0.00 %
cryo interactive,1995.0,1,0.00 %
cryo interactive,1999.0,1,0.00 %
cryo interactive,2001.0,1,0.00 %
cryo interactive,2003.0,1,0.00 %
"cryo interactive,jordan freeman group",1994.0,1,0.00 %
"cryo interactive,jordan freeman group",1996.0,1,0.00 %
"cryo interactive,koalabs",2000.0,1,0.00 %
cryptic sea,2004.0,1,0.00 %
cryptic sea,2017.0,1,0.00 %
cryptic studios,2009.0,1,100.00 %
cryptic studios,2010.0,1,100.00 %
cryptic studios,2013.0,1,100.00 %
crystal box team,2016.0,2,0.00 %
crystal box team,2017.0,6,0.00 %
crystal dynamics,1996.0,1,0.00 %
crystal dynamics,2001.0,1,0.00 %
crystal dynamics,2003.0,1,0.00 %
crystal dynamics,2005.0,1,0.00 %
crystal dynamics,2006.0,1,0.00 %
crystal dynamics,2008.0,1,0.00 %
crystal dynamics,2010.0,1,0.00 %
crystal dynamics,2011.0,1,0.00 %
crystal dynamics,2012.0,1,0.00 %
crystal dynamics,2014.0,1,0.00 %
crystal dynamics,2015.0,5,0.00 %
crystal dynamics,2016.0,3,0.00 %
crystal dynamics inc.,2011.0,3,0.00 %
"crystal dynamics,feral interactive (mac)",2007.0,1,0.00 %
"crystal dynamics,feral interactive (mac),feral interactive (linux)",2013.0,27,0.00 %
crystal empire games,2009.0,1,0.00 %
crystal shard,2014.0,1,0.00 %
crystal shard,2016.0,1,0.00 %
crystal shard,2017.0,3,0.00 %
crystalline green ltd.,2017.0,1,0.00 %
crystalmesh studios,2017.0,1,0.00 %
crystice softworks,2015.0,1,100.00 %
crystice softworks,2016.0,1,0.00 %
crytek,2007.0,1,0.00 %
crytek,2008.0,1,0.00 %
crytek,2014.0,8,12.50 %
crytek,2015.0,1,100.00 %
crytek,2017.0,15,13.33 %
crytek studios,2004.0,1,0.00 %
crytek studios,2011.0,1,0.00 %
cubamano,2017.0,2,0.00 %
cube factory,2017.0,1,0.00 %
cube roots,2013.0,1,0.00 %
cubeinsquare,2016.0,1,0.00 %
cubic pie,2014.0,1,0.00 %
cubic timeline productions inc.,2017.0,1,0.00 %
cubical drift,2016.0,2,50.00 %
cublo,2017.0,1,0.00 %
cuddly zombie games,2015.0,1,0.00 %
cuirass entertainment ltd.,2017.0,1,100.00 %
cult software,2017.0,3,0.00 %
"culture attack studio,tyler doak",2013.0,1,0.00 %
culture shock games llc,2017.0,1,0.00 %
cunning force games,2016.0,1,0.00 %
curious dimensions ltd,2017.0,1,0.00 %
curious panda games,2013.0,1,0.00 %
curious panda games,2014.0,1,0.00 %
curious planet,2016.0,1,0.00 %
curriculaworks,2017.0,1,0.00 %
curse box studios,2015.0,1,0.00 %
curse box studios,2017.0,1,0.00 %
curvature systems,2017.0,1,0.00 %
"curve digital,futurlab",2013.0,1,0.00 %
curve studios,2011.0,1,0.00 %
curve studios,2012.0,2,0.00 %
curve studios,2013.0,1,0.00 %
"curélabel,parabole",2017.0,1,0.00 %
cuve games,2014.0,2,0.00 %
cuveet story,2015.0,1,0.00 %
cuveet story,2017.0,1,0.00 %
cyan,2014.0,1,0.00 %
cyan inc.,2017.0,1,100.00 %
cyan worlds,1993.0,1,0.00 %
cyan worlds,1997.0,1,0.00 %
cyan worlds,2004.0,1,0.00 %
cyan worlds,2011.0,1,0.00 %
cyan worlds,2012.0,1,0.00 %
cyanide,2012.0,2,0.00 %
cyanide,2013.0,1,0.00 %
cyanide,2014.0,3,33.33 %
cyanide montreal,2013.0,3,0.00 %
cyanide studio,2007.0,1,0.00 %
cyanide studio,2010.0,1,0.00 %
cyanide studio,2011.0,1,0.00 %
cyanide studio,2012.0,5,0.00 %
cyanide studio,2013.0,1,100.00 %
cyanide studio,2014.0,2,0.00 %
cyanide studio,2015.0,4,0.00 %
cyanide studio,2016.0,4,0.00 %
cyanide studio,2017.0,1,0.00 %
cyanide studio - spiders studios,2012.0,1,0.00 %
cyanide tea,2016.0,1,0.00 %
"cyanide,umix studios",2016.0,2,0.00 %
cyber rhino studios,2015.0,1,0.00 %
cyberconnect2,2017.0,1,0.00 %
cyberconnect2 co. ltd.,2013.0,1,0.00 %
cyberconnect2 co. ltd.,2014.0,9,0.00 %
cyberconnect2 co. ltd.,2016.0,5,0.00 %
cyberconnect2 co. ltd.,2017.0,3,0.00 %
cyberlight,2017.0,1,0.00 %
cyberlink,2016.0,8,0.00 %
cyberlink,2017.0,11,0.00 %
cybervaca entertainment,2017.0,1,0.00 %
cyberdreams,1996.0,1,0.00 %
cybergrotex,2017.0,1,100.00 %
cyberlore,2001.0,1,0.00 %
"cyberlore studios, inc.,accolade",1998.0,1,0.00 %
cybernate,2015.0,1,0.00 %
cybernetik design,2016.0,2,0.00 %
cyberphobx,2015.0,1,0.00 %
cyberphobx ltd.,2016.0,1,0.00 %
cybertime system,2015.0,1,100.00 %
cybertime system,2016.0,9,0.00 %
cyclone studios,1997.0,1,0.00 %
cyclone studios,1998.0,1,0.00 %
cydoniagate,2016.0,1,0.00 %
"cygames, inc.",2016.0,1,100.00 %
cygnus studios,1994.0,1,0.00 %
cylight studios,2015.0,2,0.00 %
cylinder studios,2017.0,1,0.00 %
cylne,2015.0,1,0.00 %
cypics,2017.0,1,0.00 %
"cypress inheritance, llc",2014.0,1,0.00 %
cyril megem,2016.0,1,0.00 %
czester16,2016.0,1,0.00 %
d&amp;k games studio,2016.0,2,0.00 %
d'avekki studios ltd,2017.0,1,0.00 %
d-games,2015.0,1,0.00 %
d-pad studio,2013.0,1,0.00 %
d-pad studio,2016.0,2,0.00 %
d-pad studio,2017.0,1,0.00 %
d. scott nettleton,2017.0,2,0.00 %
d. w. o'boyle,2017.0,1,0.00 %
d.c.s,2016.0,1,100.00 %
d.e.x. team,2016.0,1,0.00 %
d.w.s.,2017.0,1,0.00 %
d247 games,2017.0,1,0.00 %
d3 publisher,2016.0,1,0.00 %
"d3publisher of america, inc.",2011.0,4,0.00 %
d3t limited,2010.0,1,0.00 %
"d4o ag,dialsoft,xaradon studios",1999.0,1,0.00 %
dab entertainment,2017.0,1,0.00 %
ddd wares,2015.0,1,0.00 %
ddd wares,2016.0,2,0.00 %
ddd wares,2017.0,1,0.00 %
ddfg,2017.0,1,0.00 %
deadbit,2016.0,1,0.00 %
deadfactory,2015.0,1,0.00 %
devgru-p,2016.0,1,0.00 %
devgru-p,2017.0,2,0.00 %
dfour games,2015.0,1,0.00 %
dghz,2017.0,1,0.00 %
dgames,2017.0,2,0.00 %
dgform,2011.0,1,0.00 %
dhtstudios llc,2017.0,1,0.00 %
diamond fox,2016.0,1,0.00 %
dice,2009.0,1,0.00 %
dice,2010.0,3,0.00 %
digidiced,2016.0,2,0.00 %
digidiced,2017.0,4,0.00 %
digital mistake,2017.0,5,0.00 %
dimps,2015.0,5,0.00 %
dk productions,2016.0,1,0.00 %
dl softworks,2014.0,2,0.00 %
dl softworks,2015.0,2,0.00 %
dl softworks,2016.0,41,9.76 %
dl softworks,2017.0,33,0.00 %
"dm media,dark computer entertainment ltd.",2015.0,2,0.00 %
dmd 'ware,2016.0,2,0.00 %
dmd enterprise,2014.0,1,0.00 %
dnzy games,2016.0,1,0.00 %
dog hoggler,2017.0,2,50.00 %
domo studio,2016.0,2,0.00 %
dontnod eleven,2017.0,3,33.33 %
"dontnod entertainment,feral interactive (mac),feral interactive (linux)",2015.0,2,0.00 %
dontnod entertainment,2013.0,2,0.00 %
"dontnod entertainment,feral interactive (mac),feral interactive (linux)",2015.0,1,100.00 %
"dontnod entertainment,feral interactive (mac),feral interactive (linux)",2016.0,1,0.00 %
dot entertainment,2017.0,1,0.00 %
dp corp,2017.0,1,0.00 %
dq team,2014.0,1,0.00 %
dq team,2015.0,1,0.00 %
"dq team,hidden hallow studio",2015.0,1,0.00 %
"dq team,insomniacs",2016.0,1,0.00 %
dr studios,2014.0,1,100.00 %
dr studios,2017.0,2,50.00 %
drunken apes,2017.0,9,0.00 %
ds,2017.0,1,0.00 %
dsk green ice games,2015.0,1,0.00 %
dsk studios pvt. ltd,2015.0,1,0.00 %
dsk studios pvt. ltd,2016.0,3,0.00 %
dtf games,2005.0,1,0.00 %
dtp,2011.0,1,0.00 %
duck,2016.0,1,0.00 %
duel,2017.0,1,0.00 %
duneworld games inc.,2017.0,1,0.00 %
dv-t,2017.0,1,0.00 %
dvs,2007.0,1,0.00 %
dxf games,2016.0,3,0.00 %
dxf games,2017.0,1,0.00 %
dya games,2015.0,2,0.00 %
dya games,2016.0,1,0.00 %
dya games,2017.0,1,0.00 %
da picky monkey,2015.0,1,0.00 %
dafu studio,2017.0,1,0.00 %
daserge,2017.0,1,0.00 %
datigergame,2017.0,1,0.00 %
daedalic entertainment,2012.0,5,0.00 %
daedalic entertainment,2013.0,5,0.00 %
daedalic entertainment,2014.0,4,0.00 %
daedalic entertainment,2015.0,3,0.00 %
daedalic entertainment,2016.0,15,0.00 %
"daedalic entertainment,irresponsible games",2014.0,1,0.00 %
daedalic studio west,2017.0,2,0.00 %
dagestan technology,2015.0,3,0.00 %
dagestan technology,2016.0,1,0.00 %
dagestan technology,2017.0,1,0.00 %
dagger games,2008.0,1,0.00 %
dagger games,2010.0,1,0.00 %
daily magic productions,2017.0,7,0.00 %
daisessen,2017.0,1,0.00 %
daisy maze games,2016.0,2,0.00 %
dale north,2017.0,1,0.00 %
dalesi,2017.0,1,0.00 %
dalibor kamnjanac,2017.0,2,50.00 %
damaged,2014.0,1,0.00 %
dambuster studios,2016.0,9,0.00 %
dambuster studios,2017.0,1,0.00 %
damian,2016.0,1,0.00 %
"damian sommer,emily carroll",2013.0,1,0.00 %
damien sueur,2017.0,1,0.00 %
damp gnat,2017.0,1,0.00 %
"dan  walters,ceri williams",2014.0,1,0.00 %
"dan fitzgerald,trichotomy",2015.0,1,0.00 %
dan fornace,2016.0,3,0.00 %
dan fornace,2017.0,3,0.00 %
dan ruscoe,2015.0,1,0.00 %
dan walters,2014.0,1,0.00 %
dan_d,2016.0,1,0.00 %
dancing developers,2016.0,1,0.00 %
dancing dots,2012.0,1,0.00 %
dancing dragon games,2010.0,1,0.00 %
dancing dragon games,2014.0,1,0.00 %
dancing dragon games,2015.0,1,0.00 %
dancing dragon games,2016.0,3,0.00 %
dandylion,2017.0,1,0.00 %
dangerous derk interactive,2015.0,1,0.00 %
"daniel benmergui,jeremías babini,hernán rozenwasser",2017.0,1,0.00 %
daniel davies,2015.0,1,0.00 %
daniel fernandez chavez,2015.0,1,0.00 %
"daniel gallagher,nathan gallardo",2016.0,1,0.00 %
"daniel gili,joaquín godoy,emilio martinez,bruno carro",2017.0,1,0.00 %
daniel gill,2014.0,1,0.00 %
daniel griffin,2017.0,1,0.00 %
daniel jonathan bourke,2015.0,1,100.00 %
daniel jonathan bourke,2016.0,1,0.00 %
daniel kim,2016.0,1,0.00 %
daniel linssen,2014.0,1,0.00 %
"daniel linssen,detective,ditto,glitchnap,shark jump studios",2015.0,1,0.00 %
daniel mcfarline,2012.0,1,0.00 %
daniel mercier,2015.0,1,0.00 %
daniel mercier,2016.0,1,0.00 %
daniel meredith,2017.0,1,0.00 %
daniel mullins games,2016.0,1,0.00 %
"daniel mullins games,jonah senzel",2016.0,1,0.00 %
daniel ratcliffe,2016.0,1,0.00 %
daniel riley,2016.0,1,0.00 %
"daniel ritchie - squirreldome.com,philip staiger - thebest3d.com",2015.0,1,0.00 %
"daniel ritchie - squirreldome.com,philip staiger - thebest3d.com",2016.0,2,0.00 %
"daniel ritchie - squirreldome.com,philip staiger - thebest3d.com",2017.0,2,0.00 %
"daniel snd,thiago adamo",2016.0,2,0.00 %
"daniel snd,thiago adamo,bitten toast games inc.",2016.0,1,0.00 %
daniel spencer,2017.0,1,0.00 %
daniel spruce,2015.0,1,0.00 %
daniel wiitanen,2017.0,1,100.00 %
daniel wright,2016.0,1,0.00 %
danieldavisgames,2015.0,1,0.00 %
danieldavisgames,2016.0,1,0.00 %
"daniele giardini,isak j martinsson",2015.0,1,0.00 %
daniil hasanov,2016.0,2,0.00 %
daniil hasanov,2017.0,1,0.00 %
danil kapylov,2018.0,1,0.00 %
danilo valeite,2017.0,1,0.00 %
danyl oreshkyn,2017.0,1,0.00 %
dapper swine,2013.0,1,0.00 %
"dapper swine,sinnott soundworks",2015.0,1,0.00 %
darsvet,2017.0,1,0.00 %
darius bode,2014.0,1,0.00 %
darius bode,2015.0,1,0.00 %
darius bode,2016.0,1,0.00 %
darius bode,2017.0,1,0.00 %
"darius bode,barbara bode",2014.0,1,0.00 %
"darjeeling,nova production",2016.0,1,0.00 %
dark amber softworks,2015.0,1,0.00 %
dark artz entertainment,2012.0,1,100.00 %
dark castle software,2008.0,1,0.00 %
dark day interactive,2015.0,3,33.33 %
dark duo games,2017.0,1,0.00 %
dark energy digital ltd.,2011.0,1,0.00 %
dark fox,2005.0,1,0.00 %
dark gaia studios,2014.0,2,0.00 %
dark gaia studios,2015.0,2,0.00 %
dark gaia studios,2016.0,2,50.00 %
dark gaia studios,2017.0,1,0.00 %
dark nebulae,2017.0,1,0.00 %
"dark polygon ltda.,jalomot ltda.",2017.0,1,100.00 %
dark rift entertainment,2017.0,1,0.00 %
dark roast entertainment,2015.0,1,0.00 %
dark roast entertainment,2016.0,1,0.00 %
dark vale games,2013.0,5,0.00 %
dark vale games,2014.0,1,0.00 %
dark water studios ltd,2010.0,1,0.00 %
dark-spot studio,2015.0,2,0.00 %
darkarts studios,2005.0,2,0.00 %
darkarts studios,2016.0,1,0.00 %
darkdes labs,2017.0,2,0.00 %
darkelite,2014.0,2,0.00 %
darklight,2016.0,1,0.00 %
darkpolygon games,2017.0,2,0.00 %
darkshot studios,2017.0,2,0.00 %
darkstar games,2015.0,1,0.00 %
darksun studio,2017.0,1,0.00 %
darktigerdevelop,2017.0,1,0.00 %
darkcross games,2017.0,1,0.00 %
darkelite studio inc,2017.0,1,0.00 %
darklight games,2009.0,1,100.00 %
darkling room,2002.0,1,0.00 %
darkling room,2004.0,1,0.00 %
darkling room,2008.0,1,0.00 %
